RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-ZZFM,FR-FCM-ZZFM,502,Twins TS22,"    This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-03 -,2014-09-03,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,60901.129,334.622,182,5111.889,28.087,FCS2.0(182),LSR A (LSRII)(182)
FR-FCM-ZZFP,FR-FCM-ZZFP,505,Twins TS24,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,40964.093,262.59,156,3438.58,22.042,FCS2.0(156),LSR A (LSRII)(156)
FR-FCM-ZZFQ,FR-FCM-ZZFQ,506,Twins TS25,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,82504.077,453.319,182,7227.112,39.709,"FCS2.0(170), FCS3.0(12)",LSR A (LSRII)(182)
FR-FCM-ZZFR,FR-FCM-ZZFR,507,Twins TS26,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,64218.917,352.851,182,5390.329,29.617,FCS2.0(182),LSR A (LSRII)(182)
FR-FCM-ZZFS,FR-FCM-ZZFS,508,Twins TS27,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,98370.01,540.495,182,8337.343,45.81,"FCS2.0(172), FCS3.0(10)",LSR A (LSRII)(182)
FR-FCM-ZZFT,FR-FCM-ZZFT,509,Twins TS28,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,58605.581,380.556,154,4919.107,31.942,FCS2.0(154),LSR A (LSRII)(154)
FR-FCM-ZZFU,FR-FCM-ZZFU,510,Twins TS23,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,34930.652,191.927,182,2932.361,16.112,FCS2.0(182),"LSR A (LSRII)(181), (1)"
FR-FCM-ZZFV,FR-FCM-ZZFV,511,Twins NV01,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,18889.659,112.438,168,1586.001,9.44,FCS2.0(168),LSR A (LSRII)(168)
FR-FCM-ZZFW,FR-FCM-ZZFW,498,Twins TS18,"    This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-03 -,2014-09-03,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,54172.984,297.654,182,4547.26,24.985,FCS2.0(182),LSR A (LSRII)(182)
FR-FCM-ZZFY,FR-FCM-ZZFY,481,Twins TS03,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-03 -,2014-09-03,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,25916.147,231.394,112,2175.493,19.424,FCS2.0(112),LSR A (LSRII)(112)
FR-FCM-ZZFZ,FR-FCM-ZZFZ,480,Twins TS02,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-03 -,2014-09-03,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,48794.815,217.834,224,4096.071,18.286,FCS2.0(224),LSR A (LSRII)(224)
FR-FCM-ZZG3,FR-FCM-ZZG3,515,Retransduction pattern with RET vectors,Investigation of expression kinetics and signal distribution after single and repeated retroviral episome transfer of vector-encoded fluoroproteins and identification of influencing parameters,"Repeated transduction with retroviral episomal vectors was able to generate stable percentages of transgene-positive cells over prolonged time periods. All tested cell lines could be retransduced without receptor overload. The half-life of the vector-encoded proteins, the cell proliferation rate and retranduction intervals strongly influenced signal kinetics. The vector dose determined expression magnitude. Coexpression of multiple transgenes could be achieved by simultaneous transfer with pre-mixed vector particle preparations.",,[flow cytometry][episome][expression kinetics][integration-deficient][proliferation rate][protein half-life][retroviral vector][transient gene expression],,,,,68,Juliane Wilhelmine Schott,Axel Schambach,Juliane Wilhelmine Schott,2011-12-01 - 2014-03-31,2011-12-01,2014-03-31,2014-09-01,2014-09-01,"Hannover Medical School,  Institute of Experimental Hematology, Hannover,  (Germany)","German Academic Exchange Service (DAAD, Modern Application of Biotechnology)
                    BMBF (ReGene, PidNet)
                    DFG (SFB738, SPP1230, Cluster of Excellence REBIRTH)
                    EU (FP7; CELL-PID and PERSIST)
                    Hannover Biomedical Research School (HBRS; DFG, GSC 108)","Calibration of baseline settings, PMT-Voltages and quality control of the LSR II cytometer was regularly performed using the Becton-Dickinson CS&T beads and FACSDiva software according to the manufacturer.
                    All experiments were performed in triplicates, except for single transduced cells in Figure 1C, data presented in Figure 2, single transduced cells in Figures 3B and 3C, data presented in Figures 5B and 5C, and Figure 6.
                    Non-transduced cell lines were used as controls.",,,,614.038,32.318,19,17.417,0.917,FCS3.0(19),LSRII(19)
FR-FCM-ZZG4,FR-FCM-ZZG4,516,Notch/Delta HL60,The purpose of the experiment presented here was to test whether Notch/Delta signaling have influence on differentiation of leukemic cells,Differentiation of the leukemic cell line HL-60 is affected by Notch/Delta interaction when stimulated with PMA or ATRA.,,[Notch][differentiation][leukemic cell][ATRA][PMA],,,,,39,Mariastefania Antica,Mariastefania Antica,Mariastefania Antica,2009-02-20 - 2014-09-08,2009-02-20,2014-09-08,2014-09-01,2014-11-01,"Rudjer Boskovic Institute, Zagreb,  (Croatia)",Not disclosed,None,,,"MA200209.001, MA200209.002, MA200209.003-(1), MA200209.004, MA200209.005, MA200209.006-(1)",540.77,31.81,17,3.641,0.214,FCS2.0(17),FACSCalibur(17)
FR-FCM-ZZG6,FR-FCM-ZZG6,518,data analysis activated sludge,"                    Microbial communities comprising thousands of unknown
                    organisms can be studied flow cytometrically by applying
                    just one fluorescent parameter and using scatter
                    characteristics of cells. Resulting 2D-histograms need to
                    represent high numbers of cells to detect the many
                    subcommunities, even rare ones that might be present in
                    the sample. Evaluation of such data can be faulty and
                    subjective due to the low number of parameters available
                    for data discrimination and the high numbers of overlaying
                    events. Here, we describe a procedure that helps to
                    evaluate such data using facilitated gate setting by
                    segmental histogram scanning.
                  ",None,,[data analysis][gate setting][2D-histogram evaluation][microbial communities],[25755130],http://www.ncbi.nlm.nih.gov/pubmed/25755130,,,28,Susanne Günther,Susanne Günther,Susanne Günther,2014-03-06 - 2014-07-15,2014-03-06,2014-07-15,2014-09-01,2014-09-01,"Helmholtz Centre for Environmental Research-UFZ,  Department of Environmental Microbiology, Leipzig,  (Germany)",European Fond for Regional Development (EFRE) and Sächsische AufbauBank (SAB),blue fluorescent calibration beads (0.5 and 1 µm) within each analyzed sample,,,,23056.146,2305.615,10,263.965,26.397,FCS2.0(10),partec PAS(10)
FR-FCM-ZZG8,FR-FCM-ZZG8,520,Exploration of innate immune cells populations in PBMC,Exploration of innate immune cells populations in PBMC,"7 populations involved in innate immunity were identified : NKbright, NKdim, classical monocytes, CD16+ monocytes, CD16+DC, myeloid DC, plasmacytoid DC by manual analysis, among the 5 additionnal populations identified by computation of the data, 3 were identified as basophils, CD56-CD16+NK, activated monocytes, the 2 remaining were negative for all markers, or identified as debris",,[multi-parametric flow cytometry][automated analysis][population annotation with heatmaps],,,,,28,Francoise Gondois-Rey,Francoise Gondois-Rey,Francoise Gondois-Rey,2011-05-05 -,2011-05-05,,2014-09-01,2014-09-01,"Centre de Recherche en Cancérologie de Marseille, Marseille,  (France)",Research was funded by an Institut National du Cancer - Institut National de la Santé et de la Recherche Médicale grant to GB.  Support for hardware was obtained from Fondation pour la Recherche Médicale and Aix-Marseille BQR Preciput grants to GB.  PR was funded by an Aix-Marseille Univ. postdoctoral Fellowship. DO laboratory is supported by the Fondation pour la Recherche Médicale (Equipe FRM DEQ20140329534). DO is a scholar of the Institut Universitaire de France.,Cytometer was standardized with CST beads. PMT were set above the lower limit using unstained and fully stained sample,,,,792.666,396.333,2,63.507,31.753,"FCS2.0(1), FCS3.0(1)",LSRII(2)
FR-FCM-ZZGB,FR-FCM-ZZGB,523,combination of anaerobic digestion with electrochemical setup,anaerobic digestion was combined with production of electricity using microbial electrochemical technology (MET),"temporal as well as spatial division of labour by the reactor microbiomes, under conditions allowing microbiome growth and adaptation the methane yield remains constant while the second product, electrons, can be generated",,[microbiome resource management][bioelectrochemical system][biogas][anaerobic digestion][microbial community][mixed culture biotechnology],,,,,29,Christin Koch,Christin Koch,Christin Koch,2013-04-24 - 2013-10-21,2013-04-24,2013-10-21,2014-09-01,2015-03-01,"Helmholtz-Centre for Environmental Research - UFZ,  Env. microbiology, Leipzig,  (Germany)","BMBF (Research Award “Next generation biotechnological processes - Biotechnology 2020+”), Helmholtz-Association (Young Investigators Group), European Fond for Regional Development (EFRE), Sächsische AufbauBank (SAB), Helmholtz Association within the Research Programme Renewable Energies.","yellow-green fluorescent beads: 2 μm, FluoSpheres 505/515, F-8827, crimson fluorescent beads: 1 μm, FluoSpheres 625/645, F-8816, Molecular Probes Eugene, Oregon, USA, Fluoresbrite BB Carboxylate microspheres, 0.5 μm, Polyscience, USA; overlap measurements of identical samples at different measuring days",,,,52847.488,403.416,131,1210.169,9.238,FCS3.0(131),MoFlo(131)
FR-FCM-ZZGC,FR-FCM-ZZGC,524,SOPHE data,"Validate SOPHE clustering using beads and known populations compared with FlowJo manual gating results, up to 33 dimensions","Very close correlations at relatively low dimensions, with still good correlations at high dimensions, but becoming very difficult to directly compare results",,[automated gating][T cell][lymphocyte subsets],,,,,89,John  Zaunders,John  Zaunders,John  Zaunders,2014-01-19 - 2014-09-23,2014-01-19,2014-09-23,2014-10-01,2015-03-01,"UNSW Australia,  Kirby Institute, Kensington, NSW (Australia)",NHMRC Australia,"Used defined mixtures of beads
                    Compensation controls
                    Replicate experiments were run",,,SOPHE_paper_clustering.jo,2900.351,290.035,10,173.56,17.356,"FCS2.0(8), FCS3.0(2)","(7), LSRII(2), DVSSCIENCES-CYTOF-5.1.602(1)"
FR-FCM-ZZGD,FR-FCM-ZZGD,525,Circadian rhythm and EVs variability,"We tested using a high resolution flow cytometer the number and size distribution of Evs in blood during the day. We tested cell free plasma (blood centrifuged at 500xg, 2,500xg and 12,000xg) from several donors at 7:30 AM, 2:30 PM and 7:30 PM","There is a variability in the number and possibly size of EVs during the day, that could be due to diurnal/circadian variations in the complement system.",,,,,,,38,Ionita Ghiran,Ionita Ghiran,Ionita Ghiran,2011-06-15 -,2011-06-15,,2014-10-01,2024-04-01,None,Not disclosed,None,,,,120489.53,8032.635,15,7813.846,520.923,FCS3.0(15),MoFlo XDP(15)
FR-FCM-ZZGE,FR-FCM-ZZGE,526,Circadian rhythm and EVs variability_paper,Determine the impact of time of day on the flow cytometric profile of extracellular vesicles.,None,,,,,,,35,Ionita Ghiran,Ionita Ghiran,Ionita Ghiran,2011-08-17 -,2011-08-17,,2014-10-01,2024-04-01,None,Not disclosed,None,,,,60547.929,7568.491,8,3926.587,490.823,FCS3.0(8),MoFlo XDP(8)
FR-FCM-ZZGM,FR-FCM-ZZGM,534,Standardization of microparticle counts,Develop a new methodology allowing reproducible counts of human platelet microparticles (from 0.3µm-eq. to 1µm-eq. in FSC or the corresponding levels in SSC) with  different instruments that have different scatter capabilities (in terms of resolution of submicron beads and background rejection capacity).,"Using 2 different standardization strategies, based on either SSC or FSC depending on the instrument most efficient size-related parameter, we obtained a good inter-platform equivalence of PMP counts.",see corresponding paper Poncelet et al submitted to Cytometry A in Nov 2014,[microparticles][Standardization][FSC][SSC][Megamix][inter platform reproducibility],,,,,33,Philippe Poncelet,Philippe Poncelet,Philippe Poncelet,2012-01-02 - 2013-02-26,2012-01-02,2013-02-26,2014-10-01,2015-05-01,"BioCytex,  R&T, Marseille, France (France)",N.A.,"Megamix-Plus beads BioCytex, Marseille, F) to evaluate scatter resolution and define scatter settings and threshold.",,,,1138.877,94.906,12,88.607,7.384,"FCS3.0(9), FCS2.0(3)","(9), Gallios(3)"
FR-FCM-ZZGN,FR-FCM-ZZGN,535,Liposome measurement,Measure the fluorescence intensity of di-8ANEPPS-stained liposomes of different sizes.,The fluorescence of di-8-ANEPPS-stained liposomes is proportional to liposome surface area.,,[liposomes][vesicles][di-8-ANEPPS],,,"[Sample Type = 100 nm pore(1), 200 nm pore(1), 50 nm pore(1), 80 nm pore(1), PBS only(1)]",5,80,John Nolan,John Nolan,John Nolan,2013-06-27 - 2014-11-03,2013-06-27,2014-11-03,2014-11-01,2015-10-01,"Scintillon Institute, San Diego, CA (USA)",Not disclosed,"Instrument performance was characterized using a combination of multi-intensity multifluorophore beads (Rainbow, Spherotech) and multi-intensity single fluorophore beads (Quantum FITC, Bangs) whose intensity had been calibrated in units of MESF. Linear regression of the bead MFI vs MESF was used to create a standard curve to assign MESF values to the multifluorophore beads measured under the same instrument conditions (laser power, filters, flow rates). The instrument performance was characterized in terms of Q (detection efficiency) and B (background), essentially as described by Hoffman(21). A spreadsheet model (27) was used to simulate expected intensity histograms from particles of defined intensity and in instrument with those Q and B values. The values Separation (28) and Separation Index (29) were calculated.",,,,21.926,4.385,5,1.013,0.203,FCS3.0(5),LJBI(5)
FR-FCM-ZZGR,FR-FCM-ZZGR,539,FRET efficiency standards,Ratiometric FRET analysis of FRET standards expressed in HEK293T cells to support experiments performed by fluorescence lifetime flow cytometry.,The analysis qualitatively confirmed the results obtained by fluorescence lifetime flow cytometry.,"The up-to-date source code and filer are available on GitHub:
                    https://github.com/jnedbal/ratiometric-fret
                    
                    and Matlab Central File Exchange
                    https://www.mathworks.com/matlabcentral/fileexchange/48437-ratiometric-fret",[FRET][biosensor][HEK293T][fluorescence lifetime][FRET standard],,,,,26,Jakub Nedbal,Jakub Nedbal,Jakub Nedbal,2014-07-29 - 2014-07-29,2014-07-29,2014-07-29,2014-11-01,2014-11-01,"King's College, London,  (UK)","The research was funded by grant C1519/A16463 to the Cancer research UK & EPSRC Cancer Imaging Centre at KCL & UCL, the Engineering and Physical Sciences Research Council (UK) for studentship for V.V. and a Dimbleby Cancer Care endowment fund to King’s College London. The authors acknowledge financial support from the Department of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's & St Thomas' NHS Foundation Trust in partnership with King's College London and King's College Hospital NHS Foundation Trust.",None,,,"FRETeff.m, dscatter.m, fca_readfcs.m, num2eng.m, FRETresults.pdf, FRETresults.tex",122.39,20.398,6,5.149,0.858,FCS3.0(6),LSRII(6)
FR-FCM-ZZGS,FR-FCM-ZZGS,540,T Cell Differences Between Young and Elderly,Use SWIFT's competitive clustering assignment method to measure the differences between PBMC sub-populations in Old/Young subjects.,"SWIFT's competitive cluster assignment method detects populations that change fluorescence intensity, and improves the resolution of Old/Young differences.",,[Clustering][SWIFT][Young][Elderly][Old][Template][Competition],,,"[Timepoints = Day 0(68), Day 7(68)]",136,78,Jonathan Rebhahn,Tim Mosmann,Jonathan Rebhahn,2013-02-05 -,2013-02-05,,2014-11-01,2015-10-01,"Rochester Human Immunology Center,  David H. Smith Center for Vaccine Biology & Immunology, Rochester, NY (USA)",Not disclosed,None,,,"Aging1_2_Demographics.csv, Aging1_2_Instrument_Settings.csv",140189.912,1030.808,136,12301.69,90.454,FCS3.0(136),H55100019 (LSRII)(136)
FR-FCM-ZZGT,FR-FCM-ZZGT,541,Magnetic field and Nano Effects_Cancer Cells,To study the effects of static magnetic field and Gold nanoparticles on  monocytic lymphoma cell line U937. In this experiment we had observed the effects on mitochondrial membrane potential of the cells using JC-1 dye.,"Analysis of data using statistical clustering, multidimensional data were handled and effect of low perturbation could be well indentified.","The details of the experiment is given in our recent paper 
                    Shaw, J., Raja, S. O., & Dasgupta, A. K. (2014). Modulation of cytotoxic and genotoxic effects of nanoparticles in cancer cells by external magnetic field. Cancer Nanotechnology, 5(1), 1-15.",[gold nanoparticles][cancer cells][static magnetic field ][multidimensional clustering],,,,,77,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,2013-08-06 - 2013-08-07,2013-08-06,2013-08-07,2014-11-01,2014-11-01,"University of Calcutta,  Biochemistry, Kolkata, West Bengal (India)",WBDBT,"<a href=""/experiments/4"">FCS collection for software testing</a>",4|FCS collection for software testing,,,180,10,18,3.472,0.193,FCS3.0(18),BD FACSVerse(18)
FR-FCM-ZZGU,FR-FCM-ZZGU,542,Magnetic field and Nano Effects_Cancer Cells_2,"To study the effects of static magnetic field and iron oxide nanopartcles on cancer cells U937 cell lines. In this experiment effects on mitochondrial membrane potential is observed using JC-1 dye. The details is given in our recent paper Modulation of cytotoxic and genotoxic effects of nanoparticles in cancer cells by external magnetic field, Jyoti Shaw, Sufi O Raja and Anjan Kr Dasgupta* Cancer Nanotechnology 2014, 5:2","Analysis of data using statistical clustering, multidimensional was handled and low perturbation effect was well identified.","The details of the experiment is given in our recent paper 
                    Shaw, Jyoti, Sufi O. Raja, and Anjan Kr Dasgupta. ""Modulation of cytotoxic and genotoxic effects of nanoparticles in cancer cells by external magnetic field."" Cancer Nanotechnology 5.1 (2014): 1-15.",[cancer cells][iron oxide nanoparticles][static magneti field][statistical clustering],,,,,78,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,Anjan Kumar  Dasgupta,2013-07-30 - 2013-07-31,2013-07-30,2013-07-31,2014-11-01,2014-11-01,"University of Calcutta,  Biochemistry, Kolkata, West Bengal (India)",WBDBT,"<a href=""/experiments/4"">FCS collection for software testing</a>",4|FCS collection for software testing,,,110,10,11,2.122,0.193,FCS3.0(11),BD FACSVerse(11)
FR-FCM-ZZGX,FR-FCM-ZZGX,536,EVs in rat PRP,Detect and phenotype extracellular vesicles in rat plasma.,High sensitivity flow cytometry using a fluoregenic membrane probe and fluorescent surface markers can be used to measure individual extracellular vesicles in plasma.,,[Extracellular vesicles][microvesicles][micropartices][rat][platelets][platelet-rich plasma][PRP],,,"[Doses = 0(5), 10 uM(3)]",8,79,John Nolan,John Nolan,John Nolan,2013-07-01 - 2014-05-01,2013-07-01,2014-05-01,2014-11-01,2015-10-01,"Scintillon Institute, San Diego, CA (USA)",Not disclosed,"Instrument performance was characterized using a combination of multi-intensity multifluorophore beads (Rainbow, Spherotech) and multi-intensity single fluorophore beads (Quantum FITC, Bangs) whose intensity had been calibrated in units of MESF. Linear regression of the bead MFI vs MESF was used to create a standard curve to assign MESF values to the multifluorophore beads measured under the same instrument conditions (laser power, filters, flow rates). The instrument performance was characterized in terms of Q (detection efficiency) and B (background), essentially as described by Hoffman(21). A spreadsheet model (27) was used to simulate expected intensity histograms from particles of defined intensity and in instrument with those Q and B values. The values Separation (28) and Separation Index (29) were calculated.",,,,2.4,0.3,8,0.099,0.012,FCS3.0(8),LJBI(8)
FR-FCM-ZZGZ,FR-FCM-ZZGZ,512,Twins NV02,"This resource describes fundamental features of the immune system (frequency of leukocyte subpopulations, cell surface protein expression) in a large cohort of twins. An accompanying manuscript uses a complementary dataset (link to be provided) to describe the association between immunophenotypes and gene variants (based on single nucleotide polymorphisms (SNPs)).",The study of immunophenotypes in the context of genome wide association studies can provide mechanistic information about genetic control of normal human immunity and disease.,,,[25772697],"http://www.ncbi.nlm.nih.gov/pubmed/25772697, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393780",,,18,Pratip Chattopadhyay,Pratip Chattopadhyay,Pratip Chattopadhyay,2014-09-04 -,2014-09-04,,2014-09-01,2015-05-01,None,Not disclosed,None,,,,25385.832,172.693,147,2131.113,14.497,FCS2.0(147),LSR A (LSRII)(147)
FR-FCM-ZZJ5,FR-FCM-ZZJ5,613,PSMS compensation T cell subpopulation panel,To assess the use of polystyrene microspheres compared to the use of cell sample for single color based compensation for analysis of primary leukocytes using polychromatic flow cytometry,Polystyrene microspheres display similar autofluorescence to cells (negative peak). PSMS have a more even distribution of negative and positive events as well as discrete popualtions to use in compensation.  PSMS based compensation did not yield any statistically significant differences in the data of three donors stained with our ten color T cell panel.,,[flow cytometry][Immunophenotyping][Beads][Compensation][Polystyrene Microspheres][Polychromatic][Leukocytes],,,,,49,Tiara Byrd,Tiara Byrd,Tiara Byrd,2013-03-07 - 2015-02-17,2013-03-07,2015-02-17,2015-03-01,2015-07-01,"Baylor College of Medicine,  Translational Biology and Molecular Medicine, Houston,  (Texas)","Research was supported by the Alliance for Cancer Gene Therapy (ACGT, Inc), Alex’s Lemonade Stand Pediatric Cancer Foundation (ALSF) and Stand Up To Cancer ¬ St. Baldrick¹s Pediatric Dream Team Translational Research Grant (SU2C-AACR-DT1113). Stand Up To Cancer is a program of the Entertainment Industry Foundation administered by the American Association for Cancer Research. This research is also supported in part by Award Numbers T32GM088129 and 5T32HL092332 from the National Institute Of General Medical Sciences and National Heart, Lung and Blood Institute, respectively. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institute Of General Medical Sciences, National Heart, Lung and Blood Institute or the National Institutes of Health.",Here PSMS and PBMC were ran to set up compensation matrices to be used for analysis of three donors,310|Polystyrene Microspheres Enable 10-color Compensation for Immunophenotyping of Primary Leukocytes in a Clinical Study,,,644.485,80.561,8,52.234,6.529,FCS2.0(8),Gallios(8)
FR-FCM-ZZJ6,FR-FCM-ZZJ6,614,Errington,To transplant isolated dental pulp cells in to mandible slice,None,,[Mesechymal stem cell][Organ Culture][High content imaging],,,,,53,Rachel J Errington,Rachel J Errington,Rachel J Errington,2012-02-01 - 2012-02-29,2012-02-01,2012-02-29,2015-03-01,2015-05-01,None,This work was funded through the award of an EPSRC grant awarded to RJE and AJS (EP/H045848/1); an MRC grant (G0900954) and a WORD grant (RF55407/3/005).,None,,,Errington_DPPcells_GFP_expression.bmp,10,10,1,0.135,0.135,FCS2.0(1),FACSCalibur(1)
